"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar producto al carrito de compras",": Agregar un producto al carrito de compras","SUCCESS","2023-07-02T14:02:41.5084626-05:00[America/Bogota]","0.0","64.02"
